entity,language,url
http://www.wikidata.org/entity/Q7367,mzn,https://mzn.wikipedia.org/wiki/لل
http://www.wikidata.org/entity/Q7367,nds,https://nds.wikipedia.org/wiki/Steekmuggen
http://www.wikidata.org/entity/Q7367,ne,https://ne.wikipedia.org/wiki/लामखुट्टे
http://www.wikidata.org/entity/Q7367,nl,https://nl.wikipedia.org/wiki/Steekmuggen
http://www.wikidata.org/entity/Q7367,nn,https://nn.wikipedia.org/wiki/Stikkemygg
http://www.wikidata.org/entity/Q7367,no,https://no.wikipedia.org/wiki/Stikkmygg
http://www.wikidata.org/entity/Q7367,nv,https://nv.wikipedia.org/wiki/Tsʼíʼii_daʼaneezí
http://www.wikidata.org/entity/Q7367,oc,https://oc.wikipedia.org/wiki/Moissal
http://www.wikidata.org/entity/Q7367,olo,https://olo.wikipedia.org/wiki/Pin'oit
http://www.wikidata.org/entity/Q7367,os,https://os.wikipedia.org/wiki/Къогъо
http://www.wikidata.org/entity/Q7367,pam,https://pam.wikipedia.org/wiki/Amuk
http://www.wikidata.org/entity/Q7367,pa,https://pa.wikipedia.org/wiki/ਮੱਛਰ
http://www.wikidata.org/entity/Q7367,pdc,https://pdc.wikipedia.org/wiki/Moschgieder
http://www.wikidata.org/entity/Q7367,pfl,https://pfl.wikipedia.org/wiki/Stechmücken
http://www.wikidata.org/entity/Q7367,pl,https://pl.wikipedia.org/wiki/Komarowate
http://www.wikidata.org/entity/Q7367,pnb,https://pnb.wikipedia.org/wiki/مچھر
http://www.wikidata.org/entity/Q7367,pt,https://pt.wikipedia.org/wiki/Culicidae
http://www.wikidata.org/entity/Q7367,qu,https://qu.wikipedia.org/wiki/Qhiti
http://www.wikidata.org/entity/Q7367,ro,https://ro.wikipedia.org/wiki/Țânțar
http://www.wikidata.org/entity/Q7367,ru,https://ru.wikipedia.org/wiki/Кровососущие_комары
http://www.wikidata.org/entity/Q7367,rw,https://rw.wikipedia.org/wiki/Umubu
http://www.wikidata.org/entity/Q7367,sah,https://sah.wikipedia.org/wiki/Бырдах
http://www.wikidata.org/entity/Q7367,sat,https://sat.wikipedia.org/wiki/ᱥᱤᱠᱬᱤᱡ
http://www.wikidata.org/entity/Q7367,sco,https://sco.wikipedia.org/wiki/Midge
http://www.wikidata.org/entity/Q7367,sc,https://sc.wikipedia.org/wiki/Tzintzula
http://www.wikidata.org/entity/Q7367,sd,https://sd.wikipedia.org/wiki/مڇر
http://www.wikidata.org/entity/Q7367,sh,https://sh.wikipedia.org/wiki/Komarci
http://www.wikidata.org/entity/Q7367,simple,https://simple.wikipedia.org/wiki/Mosquito
http://www.wikidata.org/entity/Q7367,si,https://si.wikipedia.org/wiki/මදුරු_ගණය
http://www.wikidata.org/entity/Q7367,sk,https://sk.wikipedia.org/wiki/Komárovité
http://www.wikidata.org/entity/Q7367,sl,https://sl.wikipedia.org/wiki/Komarji
http://www.wikidata.org/entity/Q7367,sn,https://sn.wikipedia.org/wiki/Humhutu
http://www.wikidata.org/entity/Q7367,so,https://so.wikipedia.org/wiki/Kaneeco
http://www.wikidata.org/entity/Q7367,species,https://species.wikipedia.org/wiki/Culicidae
http://www.wikidata.org/entity/Q7367,sq,https://sq.wikipedia.org/wiki/Mushkonja
http://www.wikidata.org/entity/Q7367,sr,https://sr.wikipedia.org/wiki/Комарци
http://www.wikidata.org/entity/Q7367,su,https://su.wikipedia.org/wiki/Reungit
http://www.wikidata.org/entity/Q7367,sv,https://sv.wikipedia.org/wiki/Stickmyggor
http://www.wikidata.org/entity/Q7367,syl,https://syl.wikipedia.org/wiki/ꠝꠡꠣ
http://www.wikidata.org/entity/Q7367,szl,https://szl.wikipedia.org/wiki/Kopruchowate
http://www.wikidata.org/entity/Q7367,szy,https://szy.wikipedia.org/wiki/likes
http://www.wikidata.org/entity/Q7367,ta,https://ta.wikipedia.org/wiki/கொசு
http://www.wikidata.org/entity/Q7367,tay,https://tay.wikipedia.org/wiki/kuy'
http://www.wikidata.org/entity/Q7367,tcy,https://tcy.wikipedia.org/wiki/ಉಮಿಲ್
http://www.wikidata.org/entity/Q7367,tdd,https://tdd.wikipedia.org/wiki/ᥕᥧᥒᥰ
http://www.wikidata.org/entity/Q7367,te,https://te.wikipedia.org/wiki/దోమ
http://www.wikidata.org/entity/Q7367,tg,https://tg.wikipedia.org/wiki/Хомӯшак
http://www.wikidata.org/entity/Q7367,th,https://th.wikipedia.org/wiki/ยุง
http://www.wikidata.org/entity/Q7367,tl,https://tl.wikipedia.org/wiki/Lamok
http://www.wikidata.org/entity/Q7367,tr,https://tr.wikipedia.org/wiki/Sivrisinek
http://www.wikidata.org/entity/Q7367,tt,https://tt.wikipedia.org/wiki/Черкиләр
http://www.wikidata.org/entity/Q7367,tum,https://tum.wikipedia.org/wiki/Nyimbo
http://www.wikidata.org/entity/Q7367,tyv,https://tyv.wikipedia.org/wiki/Ыргак-сээктер
http://www.wikidata.org/entity/Q7367,uk,https://uk.wikipedia.org/wiki/Комарі
http://www.wikidata.org/entity/Q7367,ur,https://ur.wikipedia.org/wiki/مچھر
http://www.wikidata.org/entity/Q7367,uz,https://uz.wikipedia.org/wiki/Chivinlar
http://www.wikidata.org/entity/Q7367,vec,https://vec.wikipedia.org/wiki/Culicidae
http://www.wikidata.org/entity/Q7367,vep,https://vep.wikipedia.org/wiki/Säs'ked
http://www.wikidata.org/entity/Q7367,vi,https://vi.wikipedia.org/wiki/Muỗi
http://www.wikidata.org/entity/Q7367,war,https://war.wikipedia.org/wiki/Namok
http://www.wikidata.org/entity/Q7367,wa,https://wa.wikipedia.org/wiki/Picron
http://www.wikidata.org/entity/Q7367,wuu,https://wuu.wikipedia.org/wiki/蚊子
http://www.wikidata.org/entity/Q7367,yi,https://yi.wikipedia.org/wiki/קאמאר
http://www.wikidata.org/entity/Q7367,yo,https://yo.wikipedia.org/wiki/Ẹ̀fọn
http://www.wikidata.org/entity/Q7367,za,https://za.wikipedia.org/wiki/Nyungz
http://www.wikidata.org/entity/Q7367,zh_min_nan,https://zh_min_nan.wikipedia.org/wiki/Báng
http://www.wikidata.org/entity/Q7367,zh_yue,https://zh_yue.wikipedia.org/wiki/蚊
http://www.wikidata.org/entity/Q7367,zh,https://zh.wikipedia.org/wiki/蚊
http://www.wikidata.org/entity/Q8690,af,https://af.wikipedia.org/wiki/Kulturele_Rewolusie
http://www.wikidata.org/entity/Q8690,als,https://als.wikipedia.org/wiki/Kulturrevolution
http://www.wikidata.org/entity/Q8690,an,https://an.wikipedia.org/wiki/Revolución_Cultural
http://www.wikidata.org/entity/Q8690,ar,https://ar.wikipedia.org/wiki/الثورة_الثقافية
http://www.wikidata.org/entity/Q8690,ast,https://ast.wikipedia.org/wiki/Revolución_Cultural
http://www.wikidata.org/entity/Q8690,as,https://as.wikipedia.org/wiki/সাংস্কৃতিক_বিপ্লৱ
http://www.wikidata.org/entity/Q8690,azb,https://azb.wikipedia.org/wiki/چینده_مدنی_اینقیلاب
http://www.wikidata.org/entity/Q8690,az,https://az.wikipedia.org/wiki/Çində_mədəni_inqilab
http://www.wikidata.org/entity/Q8690,bat_smg,https://bat_smg.wikipedia.org/wiki/Koltūrėnė_revoliucėjė
http://www.wikidata.org/entity/Q8690,ba,https://ba.wikipedia.org/wiki/Ҡытайҙағы_мәҙәни_инҡилап
http://www.wikidata.org/entity/Q8690,be_x_old,https://be_x_old.wikipedia.org/wiki/Культурная_рэвалюцыя_ў_Кітаі
http://www.wikidata.org/entity/Q8690,be,https://be.wikipedia.org/wiki/Культурная_рэвалюцыя_ў_Кітаі
http://www.wikidata.org/entity/Q8690,bg,https://bg.wikipedia.org/wiki/Културна_революция
http://www.wikidata.org/entity/Q8690,bn,https://bn.wikipedia.org/wiki/সাংস্কৃতিক_বিপ্লব
http://www.wikidata.org/entity/Q8690,bo,https://bo.wikipedia.org/wiki/རིག་གནས་གསར་བརྗེ་ཆེན་པོ
http://www.wikidata.org/entity/Q8690,br,https://br.wikipedia.org/wiki/Dispac'h_Sevenadurel
http://www.wikidata.org/entity/Q8690,bs,https://bs.wikipedia.org/wiki/Kulturna_revolucija
http://www.wikidata.org/entity/Q8690,bxr,https://bxr.wikipedia.org/wiki/Хитадай_соёлой_хубисхал
http://www.wikidata.org/entity/Q8690,ca,https://ca.wikipedia.org/wiki/Revolució_Cultural
http://www.wikidata.org/entity/Q8690,cdo,https://cdo.wikipedia.org/wiki/Ùng-huá_Dâi-gáik-mêng
http://www.wikidata.org/entity/Q8690,ce,https://ce.wikipedia.org/wiki/Цийчуьра_оьздангаллин_революци
http://www.wikidata.org/entity/Q8690,ckb,https://ckb.wikipedia.org/wiki/شۆڕشی_چاندیی_چین
http://www.wikidata.org/entity/Q8690,cs,https://cs.wikipedia.org/wiki/Kulturní_revoluce
http://www.wikidata.org/entity/Q8690,cy,https://cy.wikipedia.org/wiki/Chwyldro_Diwylliannol
http://www.wikidata.org/entity/Q8690,da,https://da.wikipedia.org/wiki/Kulturrevolutionen
http://www.wikidata.org/entity/Q8690,de,https://de.wikipedia.org/wiki/Kulturrevolution
http://www.wikidata.org/entity/Q8690,el,https://el.wikipedia.org/wiki/Πολιτιστική_Επανάσταση
http://www.wikidata.org/entity/Q8690,en,https://en.wikipedia.org/wiki/Cultural_Revolution
http://www.wikidata.org/entity/Q8690,eo,https://eo.wikipedia.org/wiki/Kultura_Revolucio
http://www.wikidata.org/entity/Q8690,es,https://es.wikipedia.org/wiki/Revolución_Cultural
http://www.wikidata.org/entity/Q8690,et,https://et.wikipedia.org/wiki/Kultuurirevolutsioon
http://www.wikidata.org/entity/Q8690,eu,https://eu.wikipedia.org/wiki/Txinako_Iraultza_Kulturala
http://www.wikidata.org/entity/Q8690,fa,https://fa.wikipedia.org/wiki/انقلاب_فرهنگی_چین
http://www.wikidata.org/entity/Q8690,fi,https://fi.wikipedia.org/wiki/Kulttuurivallankumous
http://www.wikidata.org/entity/Q8690,fr,https://fr.wikipedia.org/wiki/Révolution_culturelle
http://www.wikidata.org/entity/Q8690,fy,https://fy.wikipedia.org/wiki/Kulturele_Revolúsje
http://www.wikidata.org/entity/Q8690,ga,https://ga.wikipedia.org/wiki/Réabhlóid_Chultúrtha_na_Síne
http://www.wikidata.org/entity/Q8690,gcr,https://gcr.wikipedia.org/wiki/Révolousyon_kiltirèl
http://www.wikidata.org/entity/Q8690,gl,https://gl.wikipedia.org/wiki/Revolución_Cultural
http://www.wikidata.org/entity/Q8690,gn,https://gn.wikipedia.org/wiki/Arandupy_Ñepu'ã
http://www.wikidata.org/entity/Q8690,hak,https://hak.wikipedia.org/wiki/Vùn-fa_Thai-kiet-min
http://www.wikidata.org/entity/Q8690,ha,https://ha.wikipedia.org/wiki/Cultural_Revolution
http://www.wikidata.org/entity/Q8690,he,https://he.wikipedia.org/wiki/מהפכת_התרבות_בסין
http://www.wikidata.org/entity/Q8690,hif,https://hif.wikipedia.org/wiki/Cultural_Revolution
http://www.wikidata.org/entity/Q8690,hi,https://hi.wikipedia.org/wiki/सांस्कृतिक_क्रांति
http://www.wikidata.org/entity/Q8690,hr,https://hr.wikipedia.org/wiki/Kineska_kulturna_revolucija
http://www.wikidata.org/entity/Q8690,hu,https://hu.wikipedia.org/wiki/Kulturális_forradalom
http://www.wikidata.org/entity/Q8690,hy,https://hy.wikipedia.org/wiki/Չինաստանի_մշակութային_հեղափոխություն
http://www.wikidata.org/entity/Q8690,id,https://id.wikipedia.org/wiki/Revolusi_Kebudayaan
http://www.wikidata.org/entity/Q8690,ilo,https://ilo.wikipedia.org/wiki/Kultural_a_Rebolusion
http://www.wikidata.org/entity/Q8690,io,https://io.wikipedia.org/wiki/Kulturala_Revoluciono
http://www.wikidata.org/entity/Q8690,is,https://is.wikipedia.org/wiki/Menningarbyltingin
http://www.wikidata.org/entity/Q8690,it,https://it.wikipedia.org/wiki/Rivoluzione_culturale
http://www.wikidata.org/entity/Q8690,jam,https://jam.wikipedia.org/wiki/Kolchral_Revaluushan
http://www.wikidata.org/entity/Q8690,ja,https://ja.wikipedia.org/wiki/文化大革命
http://www.wikidata.org/entity/Q8690,ka,https://ka.wikipedia.org/wiki/ჩინეთის_კულტურული_რევოლუცია
http://www.wikidata.org/entity/Q8690,kk,https://kk.wikipedia.org/wiki/Қытайдағы_мәдениет_төңкерісі
http://www.wikidata.org/entity/Q8690,km,https://km.wikipedia.org/wiki/បដិវត្តន៍វប្បធម៌
http://www.wikidata.org/entity/Q8690,ko,https://ko.wikipedia.org/wiki/문화대혁명
http://www.wikidata.org/entity/Q8690,krc,https://krc.wikipedia.org/wiki/Къытайда_культура_революция
http://www.wikidata.org/entity/Q8690,kw,https://kw.wikipedia.org/wiki/Domhwelans_Gonisogethel
http://www.wikidata.org/entity/Q8690,ky,https://ky.wikipedia.org/wiki/Кытайдагы_маданий_революция
http://www.wikidata.org/entity/Q8690,la,https://la.wikipedia.org/wiki/Magna_Culturae_Conversio_Proletariana
http://www.wikidata.org/entity/Q8690,lmo,https://lmo.wikipedia.org/wiki/Revoluzzion_Colturala
http://www.wikidata.org/entity/Q8690,lo,https://lo.wikipedia.org/wiki/ການປະຕິວັດວັດທະນະທໍາ
http://www.wikidata.org/entity/Q8690,lt,https://lt.wikipedia.org/wiki/Kultūrinė_revoliucija
http://www.wikidata.org/entity/Q8690,lv,https://lv.wikipedia.org/wiki/Kultūras_revolūcija
http://www.wikidata.org/entity/Q8690,mk,https://mk.wikipedia.org/wiki/Културна_револуција
http://www.wikidata.org/entity/Q8690,ml,https://ml.wikipedia.org/wiki/സാംസ്കാരിക_വിപ്ലവം
http://www.wikidata.org/entity/Q8690,mn,https://mn.wikipedia.org/wiki/БНХАУ-ын_Соёлын_хувьсгал
http://www.wikidata.org/entity/Q8690,ms,https://ms.wikipedia.org/wiki/Revolusi_Kebudayaan
http://www.wikidata.org/entity/Q8690,my,https://my.wikipedia.org/wiki/ယဉ်ကျေးမှု_တော်လှန်ရေး
http://www.wikidata.org/entity/Q8690,ne,https://ne.wikipedia.org/wiki/चीनको_सांस्कृतिक_क्रान्ति
http://www.wikidata.org/entity/Q8690,nl,https://nl.wikipedia.org/wiki/Culturele_Revolutie
http://www.wikidata.org/entity/Q8690,nn,https://nn.wikipedia.org/wiki/Kulturrevolusjonen
http://www.wikidata.org/entity/Q8690,no,https://no.wikipedia.org/wiki/Kulturrevolusjonen
http://www.wikidata.org/entity/Q8690,oc,https://oc.wikipedia.org/wiki/Revolucion_Culturala
http://www.wikidata.org/entity/Q8690,pa,https://pa.wikipedia.org/wiki/ਸੱਭਿਆਚਾਰਕ_ਇਨਕਲਾਬ
http://www.wikidata.org/entity/Q8690,pl,https://pl.wikipedia.org/wiki/Rewolucja_kulturalna
http://www.wikidata.org/entity/Q8690,pms,https://pms.wikipedia.org/wiki/Rivolussion_cultural_cinèisa
http://www.wikidata.org/entity/Q8690,pnb,https://pnb.wikipedia.org/wiki/ثقافتی_انقلاب
http://www.wikidata.org/entity/Q8690,ps,https://ps.wikipedia.org/wiki/کلتوري_انقلاب
http://www.wikidata.org/entity/Q8690,pt,https://pt.wikipedia.org/wiki/Revolução_Cultural_Chinesa
http://www.wikidata.org/entity/Q8690,ro,https://ro.wikipedia.org/wiki/Revoluția_Culturală
http://www.wikidata.org/entity/Q8690,rue,https://rue.wikipedia.org/wiki/Културна_револуціа
http://www.wikidata.org/entity/Q8690,ru,https://ru.wikipedia.org/wiki/Культурная_революция_в_Китае
http://www.wikidata.org/entity/Q8690,sah,https://sah.wikipedia.org/wiki/Кытайга_култуура_өрөбөлүүссүйэтэ
http://www.wikidata.org/entity/Q8690,sco,https://sco.wikipedia.org/wiki/Cultural_Revolution
http://www.wikidata.org/entity/Q8690,sh,https://sh.wikipedia.org/wiki/Kulturna_revolucija
http://www.wikidata.org/entity/Q8690,simple,https://simple.wikipedia.org/wiki/Cultural_Revolution
http://www.wikidata.org/entity/Q8690,sk,https://sk.wikipedia.org/wiki/Veľká_proletárska_kultúrna_revolúcia
http://www.wikidata.org/entity/Q8690,sl,https://sl.wikipedia.org/wiki/Kulturna_revolucija
http://www.wikidata.org/entity/Q8690,sq,https://sq.wikipedia.org/wiki/Revolucioni_Kulturor_Kinez
http://www.wikidata.org/entity/Q8690,sr,https://sr.wikipedia.org/wiki/Културна_револуција
http://www.wikidata.org/entity/Q8690,sv,https://sv.wikipedia.org/wiki/Kulturrevolutionen
http://www.wikidata.org/entity/Q8690,sw,https://sw.wikipedia.org/wiki/Mapinduzi_ya_utamaduni
http://www.wikidata.org/entity/Q8690,ta,https://ta.wikipedia.org/wiki/சீனப்_பண்பாட்டுப்_புரட்சி
http://www.wikidata.org/entity/Q8690,te,https://te.wikipedia.org/wiki/చైనా_సాంస్కృతిక_విప్లవం
http://www.wikidata.org/entity/Q8690,th,https://th.wikipedia.org/wiki/การปฏิวัติทางวัฒนธรรม
http://www.wikidata.org/entity/Q8690,tl,https://tl.wikipedia.org/wiki/Himagsikang_Pangkalinangan
http://www.wikidata.org/entity/Q8690,tr,https://tr.wikipedia.org/wiki/Kültür_Devrimi
http://www.wikidata.org/entity/Q8690,uk,https://uk.wikipedia.org/wiki/Культурна_революція_в_Китаї
http://www.wikidata.org/entity/Q8690,ur,https://ur.wikipedia.org/wiki/ثقافتی_انقلاب
http://www.wikidata.org/entity/Q8690,vep,https://vep.wikipedia.org/wiki/Kul'turrevolücii_Kitaiš
http://www.wikidata.org/entity/Q8690,vi,https://vi.wikipedia.org/wiki/Đại_Cách_mạng_Văn_hóa_vô_sản
http://www.wikidata.org/entity/Q8690,war,https://war.wikipedia.org/wiki/Rebolusyon_ha_kultura
http://www.wikidata.org/entity/Q8690,wuu,https://wuu.wikipedia.org/wiki/文化大革命
http://www.wikidata.org/entity/Q8690,yi,https://yi.wikipedia.org/wiki/קולטורעלע_רעוואלוציע
http://www.wikidata.org/entity/Q8690,za,https://za.wikipedia.org/wiki/Vwnzva_Dagwzming
http://www.wikidata.org/entity/Q8690,zh_classical,https://zh_classical.wikipedia.org/wiki/文化大革命
http://www.wikidata.org/entity/Q8690,zh_min_nan,https://zh_min_nan.wikipedia.org/wiki/Bûn-hòa_Tāi_Kek-bēng
http://www.wikidata.org/entity/Q8690,zh_yue,https://zh_yue.wikipedia.org/wiki/文化大革命
http://www.wikidata.org/entity/Q8690,zh,https://zh.wikipedia.org/wiki/文化大革命
http://www.wikidata.org/entity/Q247979,ca,https://ca.wikipedia.org/wiki/Cúria_eclesiàstica
http://www.wikidata.org/entity/Q247979,cs,https://cs.wikipedia.org/wiki/Kurie_(katolická_církev)
http://www.wikidata.org/entity/Q247979,en,https://en.wikipedia.org/wiki/Curia_(Catholic_Church)
http://www.wikidata.org/entity/Q247979,es,https://es.wikipedia.org/wiki/Curia_(Iglesia_católica)
http://www.wikidata.org/entity/Q247979,fr,https://fr.wikipedia.org/wiki/Curie_(Église_catholique)
http://www.wikidata.org/entity/Q247979,ja,https://ja.wikipedia.org/wiki/司教顧問会
http://www.wikidata.org/entity/Q247979,pl,https://pl.wikipedia.org/wiki/Kuria_(religia)
http://www.wikidata.org/entity/Q247979,zh,https://zh.wikipedia.org/wiki/教廷
http://www.wikidata.org/entity/Q5203792,en,https://en.wikipedia.org/wiki/D._Rajarathinam
http://www.wikidata.org/entity/Q5203792,ta,https://ta.wikipedia.org/wiki/டி._ராஜரத்தினம்
http://www.wikidata.org/entity/Q11639,af,https://af.wikipedia.org/wiki/Dans
http://www.wikidata.org/entity/Q11639,als,https://als.wikipedia.org/wiki/Tanz
http://www.wikidata.org/entity/Q11639,am,https://am.wikipedia.org/wiki/ጭፈራ
http://www.wikidata.org/entity/Q11639,anp,https://anp.wikipedia.org/wiki/नृत्य
http://www.wikidata.org/entity/Q11639,an,https://an.wikipedia.org/wiki/Danza
http://www.wikidata.org/entity/Q11639,ar,https://ar.wikipedia.org/wiki/رقص
http://www.wikidata.org/entity/Q11639,ary,https://ary.wikipedia.org/wiki/شطيح
http://www.wikidata.org/entity/Q11639,arz,https://arz.wikipedia.org/wiki/رقص
http://www.wikidata.org/entity/Q11639,ast,https://ast.wikipedia.org/wiki/Danza
http://www.wikidata.org/entity/Q11639,as,https://as.wikipedia.org/wiki/নৃত্য
http://www.wikidata.org/entity/Q11639,ay,https://ay.wikipedia.org/wiki/Thuquña
http://www.wikidata.org/entity/Q11639,azb,https://azb.wikipedia.org/wiki/رقص
http://www.wikidata.org/entity/Q11639,az,https://az.wikipedia.org/wiki/Rəqs
http://www.wikidata.org/entity/Q11639,ban,https://ban.wikipedia.org/wiki/Pragina
http://www.wikidata.org/entity/Q11639,bar,https://bar.wikipedia.org/wiki/Danz
http://www.wikidata.org/entity/Q11639,bat_smg,https://bat_smg.wikipedia.org/wiki/Šuokis
http://www.wikidata.org/entity/Q11639,ba,https://ba.wikipedia.org/wiki/Бейеү
http://www.wikidata.org/entity/Q11639,bcl,https://bcl.wikipedia.org/wiki/Bayle
http://www.wikidata.org/entity/Q11639,be_x_old,https://be_x_old.wikipedia.org/wiki/Танец
http://www.wikidata.org/entity/Q11639,be,https://be.wikipedia.org/wiki/Танцы
http://www.wikidata.org/entity/Q11639,bew,https://bew.wikipedia.org/wiki/Ibing
http://www.wikidata.org/entity/Q11639,bg,https://bg.wikipedia.org/wiki/Танц
http://www.wikidata.org/entity/Q11639,bjn,https://bjn.wikipedia.org/wiki/Igal
http://www.wikidata.org/entity/Q11639,bm,https://bm.wikipedia.org/wiki/Dɔnke
http://www.wikidata.org/entity/Q11639,bn,https://bn.wikipedia.org/wiki/নৃত্য
http://www.wikidata.org/entity/Q11639,bo,https://bo.wikipedia.org/wiki/ཞབས་བྲོ།
http://www.wikidata.org/entity/Q11639,bpy,https://bpy.wikipedia.org/wiki/নৃত্যকলা
http://www.wikidata.org/entity/Q11639,br,https://br.wikipedia.org/wiki/Dañs
http://www.wikidata.org/entity/Q11639,bs,https://bs.wikipedia.org/wiki/Ples
http://www.wikidata.org/entity/Q11639,bxr,https://bxr.wikipedia.org/wiki/Хатар
http://www.wikidata.org/entity/Q11639,ca,https://ca.wikipedia.org/wiki/Dansa
http://www.wikidata.org/entity/Q11639,ceb,https://ceb.wikipedia.org/wiki/Sayaw
http://www.wikidata.org/entity/Q11639,ce,https://ce.wikipedia.org/wiki/Хелхар
http://www.wikidata.org/entity/Q11639,ckb,https://ckb.wikipedia.org/wiki/سەما
http://www.wikidata.org/entity/Q11639,co,https://co.wikipedia.org/wiki/Baddu
http://www.wikidata.org/entity/Q11639,crh,https://crh.wikipedia.org/wiki/Oyun
http://www.wikidata.org/entity/Q11639,csb,https://csb.wikipedia.org/wiki/Tuńc
http://www.wikidata.org/entity/Q11639,cs,https://cs.wikipedia.org/wiki/Tanec
http://www.wikidata.org/entity/Q11639,cv,https://cv.wikipedia.org/wiki/Ташă
http://www.wikidata.org/entity/Q11639,cy,https://cy.wikipedia.org/wiki/Dawns
http://www.wikidata.org/entity/Q11639,dag,https://dag.wikipedia.org/wiki/Dagbaŋ_Wahi_Wabu
http://www.wikidata.org/entity/Q11639,da,https://da.wikipedia.org/wiki/Dans
http://www.wikidata.org/entity/Q11639,de,https://de.wikipedia.org/wiki/Tanz
http://www.wikidata.org/entity/Q11639,diq,https://diq.wikipedia.org/wiki/Dans
http://www.wikidata.org/entity/Q11639,el,https://el.wikipedia.org/wiki/Χορός
http://www.wikidata.org/entity/Q11639,en,https://en.wikipedia.org/wiki/Dance
http://www.wikidata.org/entity/Q11639,eo,https://eo.wikipedia.org/wiki/Danco
http://www.wikidata.org/entity/Q11639,es,https://es.wikipedia.org/wiki/Danza
http://www.wikidata.org/entity/Q11639,et,https://et.wikipedia.org/wiki/Tants
http://www.wikidata.org/entity/Q11639,eu,https://eu.wikipedia.org/wiki/Dantza
http://www.wikidata.org/entity/Q11639,ext,https://ext.wikipedia.org/wiki/Bailaus
http://www.wikidata.org/entity/Q11639,fa,https://fa.wikipedia.org/wiki/رقص
http://www.wikidata.org/entity/Q11639,fiu_vro,https://fiu_vro.wikipedia.org/wiki/Tands
http://www.wikidata.org/entity/Q11639,fi,https://fi.wikipedia.org/wiki/Tanssi
http://www.wikidata.org/entity/Q11639,fj,https://fj.wikipedia.org/wiki/Danisi
http://www.wikidata.org/entity/Q11639,frr,https://frr.wikipedia.org/wiki/Daans
http://www.wikidata.org/entity/Q11639,fr,https://fr.wikipedia.org/wiki/Danse
http://www.wikidata.org/entity/Q11639,fur,https://fur.wikipedia.org/wiki/Bal
http://www.wikidata.org/entity/Q11639,fy,https://fy.wikipedia.org/wiki/Dûns
http://www.wikidata.org/entity/Q11639,gan,https://gan.wikipedia.org/wiki/舞蹈
http://www.wikidata.org/entity/Q11639,ga,https://ga.wikipedia.org/wiki/Damhsa
http://www.wikidata.org/entity/Q11639,gcr,https://gcr.wikipedia.org/wiki/Dans
http://www.wikidata.org/entity/Q11639,gd,https://gd.wikipedia.org/wiki/Dannsa
http://www.wikidata.org/entity/Q11639,gl,https://gl.wikipedia.org/wiki/Danza
http://www.wikidata.org/entity/Q11639,gn,https://gn.wikipedia.org/wiki/Jeroky
http://www.wikidata.org/entity/Q11639,gv,https://gv.wikipedia.org/wiki/Daunse
http://www.wikidata.org/entity/Q11639,ha,https://ha.wikipedia.org/wiki/Rawa
http://www.wikidata.org/entity/Q11639,haw,https://haw.wikipedia.org/wiki/Hulahula
http://www.wikidata.org/entity/Q11639,he,https://he.wikipedia.org/wiki/ריקוד
http://www.wikidata.org/entity/Q11639,hif,https://hif.wikipedia.org/wiki/Dance
http://www.wikidata.org/entity/Q11639,hi,https://hi.wikipedia.org/wiki/नृत्य
http://www.wikidata.org/entity/Q11639,hr,https://hr.wikipedia.org/wiki/Ples
http://www.wikidata.org/entity/Q11639,ht,https://ht.wikipedia.org/wiki/Dans
http://www.wikidata.org/entity/Q11639,hu,https://hu.wikipedia.org/wiki/Tánc
http://www.wikidata.org/entity/Q11639,hy,https://hy.wikipedia.org/wiki/Պար
http://www.wikidata.org/entity/Q11639,hyw,https://hyw.wikipedia.org/wiki/Պար
http://www.wikidata.org/entity/Q11639,ia,https://ia.wikipedia.org/wiki/Dansa
http://www.wikidata.org/entity/Q11639,id,https://id.wikipedia.org/wiki/Tari
http://www.wikidata.org/entity/Q11639,ie,https://ie.wikipedia.org/wiki/Dansa
http://www.wikidata.org/entity/Q11639,ilo,https://ilo.wikipedia.org/wiki/Sala
http://www.wikidata.org/entity/Q11639,io,https://io.wikipedia.org/wiki/Danso
http://www.wikidata.org/entity/Q11639,is,https://is.wikipedia.org/wiki/Dans
http://www.wikidata.org/entity/Q11639,it,https://it.wikipedia.org/wiki/Danza
http://www.wikidata.org/entity/Q11639,jam,https://jam.wikipedia.org/wiki/Daans
http://www.wikidata.org/entity/Q11639,ja,https://ja.wikipedia.org/wiki/ダンス
http://www.wikidata.org/entity/Q11639,jbo,https://jbo.wikipedia.org/wiki/dansu
http://www.wikidata.org/entity/Q11639,jv,https://jv.wikipedia.org/wiki/Beksan
http://www.wikidata.org/entity/Q11639,kab,https://kab.wikipedia.org/wiki/Ccḍeḥ
http://www.wikidata.org/entity/Q11639,ka,https://ka.wikipedia.org/wiki/ცეკვა
http://www.wikidata.org/entity/Q11639,kbp,https://kbp.wikipedia.org/wiki/Payɛ
http://www.wikidata.org/entity/Q11639,kk,https://kk.wikipedia.org/wiki/Би_(өнер)
http://www.wikidata.org/entity/Q11639,kl,https://kl.wikipedia.org/wiki/Taparneq
http://www.wikidata.org/entity/Q11639,kn,https://kn.wikipedia.org/wiki/ನೃತ್ಯ
http://www.wikidata.org/entity/Q11639,ko,https://ko.wikipedia.org/wiki/춤
http://www.wikidata.org/entity/Q11639,ks,https://ks.wikipedia.org/wiki/نَژُن
